stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0.56,0,8.17,0,1.69,0.56,0.56,3.66,7.61,0,0,0,2.54,0.28,0,1.97,0.28,0.28,0,0,0
21Day,1.11,0,0,5.55,0.37,0.37,0,0,0,0,0.37,0,1.11,0.37,1.85,1.85,1.11,1.48,1.11,10.73,0,0,4.07,0,2.59,4.44,0.37,0,0,1.48,0.74,0.37,1.48,0,0,0,0,0
3Month,0.1,1.87,1.04,26.84,0.21,0,0.83,0.1,0.1,6.87,12.69,0.1,194.93,5.41,0.21,68.76,3.74,2.6,3.22,10.61,1.98,1.14,5.2,9.88,1.25,0.21,2.18,0.31,0,0.1,3.54,3.74,1.25,0,0,6.87,2.6,2.81
22Month,0,1.09,0.41,10.93,0,0,0.41,0.14,0,0.68,10.8,1.23,115.06,1.5,0.41,3.42,0.27,0.41,6.97,5.6,0.55,3.42,2.19,0.41,0.96,0.14,0.55,0.14,0.14,0.14,0.68,2.32,0.55,0,0.27,0.82,0,0.55
