stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,1,0,122,0,0,0,0,0,0,0,2,0,0,0,0,3,224,4,3,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,29.59,0.28,0,59.75,0.56,3.1,0,0,0,0,0,0,0,0,0,0,1.97,448.14,0.28,5.92,0,1.13,0.56,0,80.04,18.04,9.86,0.28,0,5.64,0,0,0.56,2.25,0.28,0.28,0,0,0
21Day,19.61,0,0,62.16,0.74,1.85,0,0.37,0,0,0,0,0.37,0,0.37,0.74,2.22,42.18,0.74,5.55,0,0,0,0,22.94,5.55,4.07,0,0,1.48,1.85,0,1.11,0.37,0.74,0,0,0,1.11
3Month,0.42,0.52,0.1,24.65,0,0,0.62,0,0.42,0.52,0,0,3.12,1.25,0,1.66,1.46,7.7,0.94,1.14,0.1,0,0,0.62,0.52,0.21,24.86,0.1,0,0,0.73,0.1,14.04,0,0,0.1,1.04,17.89,0.42
22Month,0,0.14,0,4.78,0,0,0.14,0.14,0,0.27,0.82,0,4.51,0.14,0,0.55,0.14,0.55,0.55,0.27,0,0.27,0.14,0,0.41,0.27,21.32,0.27,0.14,0.14,0.14,0,14.07,0.27,0,0,0,0.14,0.55
