stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,149,3,0,2,0,1,0,0,0,0,0,0,0,1,1,5,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,40.59,0.28,0,0,0.56,0,0,0,0,0,0,0,0.28,0.28,0,1.13,0,0,0,3.38,2.82,0,0,0,0,0,0.28,0.56,0,0,0,0,0
21Day,63.64,0,0,2.22,0.74,2.59,2.96,0,0,0,0,0.37,0.37,1.11,0.74,4.81,0,0,0,4.44,3.7,0,0.37,0.37,1.11,1.11,0,0,0.37,0,0,0,0.37
3Month,2.29,0.21,0,1.04,0.31,0,0,0.42,0,1.46,0.31,0.31,0.1,0.21,0.62,0.21,0.21,0.21,0.31,0.21,0.1,0.1,0.21,0.21,0.21,29.85,0.1,0,0,0,0.21,22.05,0.94
22Month,0.68,0,0.27,0.27,0.14,0,0,0,0.27,3.55,0.14,0.41,0,0,0.27,0.41,0,0.41,0.14,0.14,0,0,0,0,0,6.56,0,0,0,0,0.14,0,0
