stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.28,0,1.13,0.28,0.28,0,0.28,0,0.28,0,0,0,0,0.28,0.85,7.61,1.13,0,0,0,0,3.95,5.64,0.28,1.13,0,0,1.13,0,0,0,0,0,0
21Day,0,0.37,0,1.85,0,0.74,0,0,0,0.74,0,0.74,9.25,0,0,0.37,14.06,0.74,0,0,0,0,1.85,1.11,0,0.74,1.11,0,0,0,0.37,0,0,0,8.14
3Month,0,0.21,0.1,1.14,0,0,0.21,0.31,0.21,1.56,2.5,1.56,0.62,0.42,0.1,0.21,15.08,0.62,0.42,0,0.31,0.42,0.21,0.1,0,0.1,0.21,0.1,0,0,0,0,0.21,0.62,21.12
22Month,0,0.82,0,1.09,0,0,0.14,0.41,0.27,1.64,15.85,0.82,2.05,0.41,0,0.27,14.89,0.55,0,0.41,0.14,0,0,0,0.14,0,0,0.55,0,0.14,0,0,0,0,8.47
