stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.56,0.85,0.85,0,0,0,0,0.28,0.56,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0
21Day,0.37,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.74,0,0,0,0,0,0.37,0,0,0,0.74,0.37,0,11.47,0,0.37,0.37,0,0.37,0.37
3Month,0.21,0.62,0.52,6.87,0,0,0,0.1,0.1,1.14,1.98,0,10.3,3.54,0.21,3.95,0.94,1.87,1.35,3.74,0.52,0.1,0.73,1.14,1.25,0.42,0.73,0.31,0,0.31,3.54,0.1,458.51,0.42,0,0.1,2.5,92.37,2.39
22Month,0.14,0.14,0,0.82,0,0,0.14,0,0,0,0.55,0.14,16.53,0.55,0,0.41,0,0.27,1.09,1.78,0,0.41,0.41,0,0.14,0.14,0.27,0,0.55,0.14,0.14,0,57.53,0,0,0,0,0.41,0.41
