stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,71,296,0,202,11,1,0,0,0,0,0,5,0,0,1,0,16,4,5,440,0,0,0,1,77,1292,1,0,60,0,0,0,0,0,8,0,0,0
72hpf,16.07,143.18,0,7.33,3.38,7.33,0,0,0,0,0,0,0.56,0,0,0,7.89,8.17,0,56.09,0,4.51,1.41,0.28,93.57,56.65,0,0,49.89,0,0,15.22,0.28,0.28,3.38,0,0,0
21Day,13.32,69.93,0.74,18.87,2.96,8.14,0,1.48,0,0,0.37,0,5.18,0.37,2.59,1.85,5.55,7.4,1.85,85.84,0.37,0.74,4.81,0,42.92,30.34,0.74,1.11,20.72,5.55,0,11.1,0.74,3.33,19.98,2.22,0,2.22
3Month,0,44.62,0.31,14.87,0,0,0,0,0.62,0.94,1.14,0,6.14,1.14,0,2.29,0.62,2.39,1.35,8.63,0.21,0.1,0.94,0.42,1.14,0,0.62,0.52,0.21,0.52,1.46,0,0,0,0,15.6,1.04,0.94
22Month,0,53.43,0.27,2.05,0.14,0,0.27,0.14,0.27,0.96,15.58,0,44.14,0.68,0.27,1.5,0.14,0.55,0.82,2.05,0,0.27,0.96,0.14,1.09,0.27,1.64,0.41,0.27,0.41,1.23,0.96,0,0,0,1.09,0,0
