stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,0,0,0,3,124,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.07,2.25,0,2.54,3.95,5.92,0,0,0.28,0,0,0,0,0,0,1.41,12.68,1.69,6.2,0.28,0.28,0,491.82,86.25,0,0.28,5.64,0,0,5.07,1.41,0.28,0.28,0,0,0
21Day,2.96,0,0.37,5.18,2.59,4.44,0.37,0.37,0.74,0,0,1.11,0.37,1.85,1.11,0,4.07,1.11,4.07,0,0,0,225.32,47.36,0,0.37,2.59,5.55,0,0.74,0.37,1.48,1.11,0,0,1.11
3Month,0,0.21,0,0.94,0.52,0,0,0,0,0,0,0.62,0.31,0.1,0.52,0.1,0.21,0.21,0.31,0,0.31,0.1,1.25,0.52,0.52,0,0.21,0.31,1.14,0,0,0,0,0.31,6.66,0.1
22Month,0,0.27,0,0.27,0.41,0,0,0,0.27,0.14,0,2.6,0,0,0,0,0,0,0.27,0.14,0,0,0.14,0.41,0.27,0,0,0,1.91,0.14,0,0,0,0,0,0.14
