stage,Epithelial_cell,Erythrocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,T_cell
24hpf,0,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
72hpf,3.1,0,0,0,0,0,0,1.69,0,0.28,0.85,0,0,0,0,0,0,0
21Day,11.84,0.37,0,0,0,0.37,0.37,1.85,0,0.74,0.74,0.37,0,0.74,0,0.37,0.74,0.37
3Month,0.31,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0
22Month,0.27,0,0,0.68,0,0,0.14,0,0.14,0,0,0,0.14,0,2.6,0,0,0
