stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,2.82,0,1.97,0,0,0,0.28,3.38,1.69,0.28,0,0,0.56,0,0.28,0,0.28,0.28,0,0,0
21Day,0.74,0,0,2.96,0.37,1.11,0,0.74,0,0,0,0,0,0,0.37,0,0.37,2.59,1.85,2.96,0,0,0,0,1.11,0.74,0.37,0,0,1.11,0,1.48,0.37,0.37,0,0,0,1.11
3Month,0.21,2.29,0.52,21.32,0.21,0,0.31,0.1,0.21,2.91,4.78,0,32.66,3.33,0.73,14.35,1.66,16.23,9.36,7.49,0.83,0,0.94,2.18,1.25,0.1,3.12,1.04,0,0.21,1.14,52.11,0.31,0,0.21,1.98,28.19,10.09
22Month,0.14,2.87,0.96,11.07,0,0,0,0.27,0.14,2.6,5.88,3.96,81.44,1.37,1.37,12.44,0.82,3.14,7.38,5.47,0.27,4.1,1.23,0.27,0.55,0.27,2.46,1.37,0.14,0.27,0.27,12.03,1.64,0.27,0,0,0.14,4.92
