stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,0.28,0.56,0.85,0,0,0,0,0,0,0,0,0,0,0.28,1.69,0.28,0.85,0,0,0.28,0.28,155.02,2.25,0,0.28,0,1.69,0,0,1.69,0.28,0,0,0,0,0
21Day,0.37,0,0,1.85,0,2.96,0,0.37,0,0,0,0,0,0,1.85,1.11,0.37,1.11,0,2.59,0,0,0,0,99.16,1.48,0,1.48,0,0.74,4.44,0.37,0.37,1.48,0.37,0,0,0,0.37
3Month,0.1,0.31,0.1,1.98,0,0,0,0,0.1,0.1,0.31,0,2.7,1.14,0,0.83,0.42,0.94,0.83,1.04,0.1,0,0.42,0.1,5.2,0,0.1,0.1,0,0,0.21,11.96,0.31,0,0,0,0.21,9.88,0.31
22Month,0,0,0.14,0.68,0,0,0.14,0,0,0.27,3.42,0,11.75,0.55,0,1.5,0,0.41,0.55,0.68,0,0.27,0.14,0,4.51,0,0,0.14,0.14,0,0,1.23,0.41,1.09,0,0.14,0.14,0.14,0.27
