stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.05,2.82,0,5.92,0.56,6.48,0.28,0,0,0.28,0,0,0,0,0.28,0,1.69,11.27,2.25,14.94,0,0.28,0.28,0.28,946.16,49.61,0.85,17.76,17.47,0,0,0.28,49.04,1.97,1.13,0.28,0,0,0
21Day,2.96,5.55,0,9.62,0.37,10.36,1.48,0,0.37,0,0,0,1.85,1.48,2.22,1.85,0.37,5.55,1.11,14.43,0,0,2.96,0,304.5,15.54,0.74,12.95,14.06,6.29,0,1.85,29.97,2.59,4.44,1.11,0,0,2.22
3Month,0.1,2.08,0.1,3.22,0.1,0,0.1,0,0.94,1.04,0.1,0,4.37,1.87,0,2.5,0.31,1.66,0.62,2.08,0.42,0.21,0.1,0,1.14,0.1,0.73,0.21,0,0.1,0.1,13.21,0.1,0,0,0,0.21,12.9,0.42
22Month,0,5.88,0.14,1.23,0,0,0.14,0.14,0,1.37,0.55,0,12.71,0.82,0.27,1.64,0.14,0.55,1.91,1.91,0,0.41,0.14,0.14,0.27,0.14,0.27,0.14,0,0.14,0,1.78,0.14,0,0,0,0.27,0,0
