stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.13,0.28,0.56,0,0,0,0,0,0,0,0.28,0,0.85,3.38,0.28,1.69,0,0,0.28,0,4.79,3.95,0,0,1.69,0,0,0.28,0,0.28,0,0,0
21Day,1.48,0.74,0,10.73,0,1.11,1.11,0,0.37,0,0,0.37,0,2.22,0.74,0.74,5.92,1.11,3.33,0,0,0,0.37,5.18,3.33,0,0.74,2.59,0,0,1.48,0,0,0,0,0.74
3Month,0,0.42,0.21,3.02,0,0,0,0.31,1.25,0,0,5.93,2.08,0.1,1.66,0.1,1.04,1.77,1.14,0.62,0.1,0.62,0,0.31,0.21,0,0.1,0,0.42,1.77,0,0,0.21,0.52,10.09,1.35
22Month,0,0.96,0,2.32,0,0,0.14,0.41,2.46,0.82,0,13.66,0.82,0.14,1.37,0.14,0.27,1.23,1.23,0.27,0.27,0.14,0,0,0,0.14,0,0.14,0.14,1.64,0,0.14,0,0.14,0,0.14
