stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.28,0,0.28,0,0,0,0,0.28,0.28,2.82,0,0,0,0,0,0,0,0,0,0,0
21Day,2.59,0,0,4.07,0,1.85,0,0,0,0.37,0.74,0,0.74,0,1.85,0,0.74,3.33,0.37,5.55,0,0,0.74,0,5.55,3.7,7.77,0.37,0,1.48,0.37,0,0.37,0,0.37,0,0,0.37
3Month,0.83,3.95,3.02,38.28,0.42,0,0.73,0.42,0.1,14.35,12.17,0.31,65.74,25.9,1.66,23.3,2.81,6.97,6.87,16.75,4.26,0.31,3.33,2.29,1.87,0.52,60.64,1.04,0,0.42,7.07,10.19,0.73,0,0,3.12,5.2,9.99
22Month,0.41,4.24,1.64,14.89,0.14,0,0.68,0.14,0,7.65,8.34,1.09,58.9,3.96,1.23,10.93,0.82,1.37,5.6,8.88,0.41,2.19,1.37,0.14,0.68,0,44.27,1.37,0.41,0.41,1.09,1.5,0.55,0.68,0,0.55,0,3.69
