stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,1.13,0,4.79,54.68,5.07,0,0,0,0.28,0,0,0,0.28,0,1.41,19.17,0.85,7.61,0,0,1.13,499.15,23.39,2.54,0,7.61,0,0,4.23,65.11,49.89,0.56,0,0,0
21Day,5.18,0,0.37,15.54,61.05,9.99,0,1.48,0.37,0.37,0,1.11,0.74,4.07,4.44,1.11,12.21,2.59,13.32,0,1.11,2.96,123.58,8.51,0.74,1.48,6.66,7.03,0.74,2.96,144.29,365.55,1.48,0.37,0,3.33
3Month,0.21,0.1,0.31,1.77,12.17,0,0.1,0,0.21,0.42,0,4.06,0.94,0.1,1.35,0.1,1.77,0.42,1.04,0.1,0,0.21,9.67,0.1,3.95,0.42,0,0.42,12.38,0.1,3.74,0.42,0.21,0.42,3.95,0.21
22Month,0.14,0.55,0.27,1.09,3.55,0,0,0,0.27,3.55,1.23,7.52,0.14,0.27,1.23,0.27,0.96,0.96,0.96,0.14,1.09,0.14,4.24,0,4.78,0.14,0,0,9.57,1.37,90.19,0.27,0.41,0,0,0.41
