stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.41,0,1.41,0.28,1.13,0,0.28,0,0,0,0,0,0,0,2.25,3.95,0.56,4.79,0.28,0.28,0.28,334.55,10.43,0.28,0.56,4.51,0,0.28,1.97,67.64,61.16,0.28,0,0,0
21Day,4.81,1.11,0,12.95,2.22,9.99,0,1.11,0,0.74,0,4.44,0,2.96,1.85,1.48,7.77,2.22,17.76,0,2.22,0.37,50.69,9.62,0,0.74,5.55,5.92,0,2.59,123.58,449.53,1.48,0,0,3.7
3Month,20.49,0.31,0.1,1.46,0.52,0,0,0,0.1,0,0,2.39,0.62,0,1.04,21.01,0.42,0.31,0.42,0,0.31,0.31,1.46,0,0.1,0,0,0.62,6.97,0.21,1.66,0.42,0.1,0.52,0.52,0.31
22Month,10.11,0,0.41,0.82,0.14,0,0.14,0,0,0.96,0.14,2.05,0.27,0.14,0.55,1.5,0.14,0.55,0.41,0.27,0,0,0.27,0,0,0.27,0,0.27,1.64,0.27,18.04,0.27,0,0.14,0,0.41
