stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,33,0,0,0,1,0,0,0,0,0,0,2,8,0,1,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.2,1.69,0,12.12,2.25,8.74,0,0.28,0,0,0,0,0.28,0,4.51,50.45,1.69,11.84,0,0.85,0.28,0.56,899.38,113.58,0.56,0.85,14.37,0.28,0.28,7.33,0.85,0.85,0.28,0,0,0
21Day,2.22,0.37,0.37,54.76,0.74,12.58,0,0.37,0,0.37,0.37,0.37,5.55,2.59,2.59,22.94,1.48,8.14,0,0,0.37,0,323,21.46,0.74,1.48,3.7,10.36,1.48,1.48,2.22,3.33,0.74,0,0.37,2.22
3Month,0,0,0,47.95,0,0,0.21,0,0.21,0.73,2.39,1.14,0,0.94,0.52,21.01,0.1,0.83,0.1,0,0.1,0.1,0.1,0.1,0.31,0,0.21,0.31,1.46,0,0,0,0,1.87,1.25,0.62
22Month,0,0.27,0,12.57,0,0,0,0,0.27,0.14,3.01,0.14,0.14,0.55,0.14,2.87,0.41,0.41,0,0,0,0,0.41,0.14,0.14,0,0,0.14,3.01,0.14,0,0,0,0,0,0
