stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.85,0,0,0,0,0,0.28,0,0,0,0,0,0.56,0,0,0,0,0,0,0
21Day,0.74,0,0,2.22,0,0.37,0,0,0,0,0,0,0,0,1.48,0,1.11,0,0,0,0,0,0,1.48,0.74,0,0,0,0.37,0.74,5.92,0,0,0,0,0.37
3Month,0.31,0.73,1.04,11.75,0.21,0,0.31,0.21,2.5,4.47,0.1,18.31,5.93,0.62,10.61,1.35,3.43,4.99,5.3,0.94,0.1,1.46,12.38,1.14,0.31,1.56,0.94,0,0.21,6.03,581.35,0.52,0.1,2.81,175.37,3.64
22Month,0,0.14,0,0.55,0,0,0.14,0,0.41,0.96,0.14,6.83,0,0.27,4.37,0.14,0,0.68,1.09,0,0.14,0.41,0.14,0.14,0,0.55,0.14,12.03,0.14,0.27,65.59,0.27,0,0,0.27,0
