stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,1.69,0.28,0,0,0,0,0,0,0,0.56,0,0,0
21Day,0,0,0.37,0.37,0.74,0.37,0,0,0,0.37,3.7,0.37,1.11,0,0.37,0,0,0.74,3.7,0,0,0,0,0.37,0,0.37,0.37,1.48,0,0,0.37
3Month,0.1,0.21,0.31,1.46,0,3.85,0.1,2.6,0.42,0,21.84,0.21,0.21,0.1,0.83,0,0.31,31.62,0,0,0.1,0.1,0,0,0.21,4.99,0.1,0.21,0.1,5.2,0.31
22Month,0,0,0.27,0.68,0,0.27,0,0.82,0.14,0,1.37,0.14,0,0.27,0.55,0,0,0.41,0,0,0.14,0.14,0.14,0,0,0.55,0.14,0,0,0,0
