stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,9,0,28,1,4,0,1,0,1,0,2,0,0,0,0,2,20,21,89,0,0,1,1,15,804,0,0,0,16,0,0,0,0,0,0,4,0,0,0
72hpf,3.38,2.54,0,7.61,1.69,1.97,0,0.85,0,0.28,0,0,0,0,1.41,0,6.2,14.09,0.85,22.55,0,1.13,0,0,57.5,113.58,0,0,0,13.81,0.85,0,0,4.79,0,0,0.56,0,0,0
21Day,10.73,1.85,0.37,15.54,0.37,31.82,0,17.39,0,1.48,0,0,0,0.74,12.21,0.37,1.48,4.07,4.81,38.85,0,0,2.96,0.37,12.95,48.1,0,0.74,0,7.03,3.7,0,1.85,5.92,0.37,1.85,0.37,0,0,3.33
3Month,0.21,1.14,0.52,21.22,0,0,0.73,0.62,1.56,4.16,0,0,8.74,4.58,2.6,6.45,1.04,5.1,4.58,5.82,1.14,0,0.62,1.35,1.25,1.35,0.83,0.83,0,0.21,2.08,0.1,280.43,0.42,0,0,0.21,2.7,144.69,8.95
22Month,0.14,0.55,0.96,3.69,0,0,0.55,0.41,0.96,5.6,0.27,0,9.02,1.09,6.01,4.51,0.27,0.96,9.7,3.14,0.14,0.82,0,0,0.41,0.55,0.14,0,2.19,0.41,0,0,22.82,0.14,0,0,0,0.14,0.55,2.19
