stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,15,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.41,0,6.2,0,0,0.28,1.69,3.66,0,0,6.2,0,0,1.13,0,0.28,0,0,0
21Day,2.22,0.37,0,1.11,0.37,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0.74,0.37,16.65,0,0,3.33,1.11,1.11,0,0,2.96,0.37,0,2.22,0.37,0,0,0,0
3Month,0,2.29,0.21,4.99,0.1,0,0.1,0,0,0.21,1.14,0,3.22,0.42,0.1,0.73,1.14,4.16,0.21,15.5,3.02,0,1.14,0.21,0.21,0.31,0.21,0.62,0.62,6.45,0.1,0,0,1.35,94.55,0.31
22Month,0.14,1.64,0,2.46,0,0,0,0,0.14,0,0.82,2.32,4.78,0.27,0.14,0.55,0,0.55,0.14,10.39,0.14,0.27,0.41,0.14,0,0,0.41,0.14,0,0.55,0,0,0.14,0.27,0,0.14
