stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,42.18,0,24.42,0,0.37,0,0,0,0,0,2.59,0,0,7.03,0.74,0.37,0,0,0,0,1.11,0.74,0,0.37,0.37,1.11,0,0.37,0,0,0.37
3Month,0.21,1.35,0.83,410.45,0.1,0,2.7,0,1.25,3.33,0.1,11.34,4.58,0.73,6.14,1.66,85.71,4.16,4.26,1.14,0.31,1.04,0.62,0.52,0.1,1.04,0.52,0.1,3.64,4.37,0.31,2.08,1.98,6.03
22Month,0,0.41,0.27,34.98,0,0,0.82,0,0.82,0.55,0.41,11.62,0.82,0.41,1.5,0.27,18.45,1.09,1.37,0,0.14,0.14,0,0.14,0.14,0.27,0.14,0,0.41,2.32,0.27,0.27,0,0.82
