stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
3Month,0.1,0.1,0,1.25,0,0.1,0.52,0.42,0.21,0,2.7,0,5.62,0,0,0,0.21,0.1,0,0.1,0,0.1,5.2
22Month,0,0.14,0.27,0.68,0.14,0.41,1.78,2.73,0.41,0.41,4.24,0.27,3.69,0.27,0.14,0.27,0,0.14,0.14,0,0.27,0,2.73
