stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,0,0,0,0,0,0,0,1,0,0
72hpf,7.89,0.85,0,3.95,0.56,9.3,0,0.56,0,0,0,0,0,0,0,2.82,14.94,1.13,7.61,0,0.28,1.69,1040.86,25.65,1.97,1.13,8.46,0,0,7.89,0.28,0,0.28,0,0
21Day,4.07,0.37,0.74,7.77,1.11,5.92,0,2.22,0,0.74,0,0.74,0.37,4.44,1.85,0.37,4.81,1.85,6.29,0,0,1.11,302.65,5.55,1.11,2.22,3.33,10.73,0.37,1.85,1.48,3.33,0.74,0,0.37
3Month,0,0,0,1.35,0.1,0,0,0.1,0.73,0.83,0,2.39,0.42,0,2.08,0,0.1,0.31,0.42,0.31,0,0.42,12.27,0,0.73,0.62,0,0.1,6.14,0.42,0,0,0,1.46,0.21
22Month,0.14,0.14,0.41,1.09,0,0,0.14,0,0.27,0.82,0.14,16.12,0.14,0.14,2.6,0.14,0,0.14,0.27,0,0.82,0.27,11.48,0.14,2.32,1.78,0,0.14,1.5,1.64,0.14,0,0,0,0.96
