stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,43,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,84.84,0.28,0,1.69,3.95,3.1,0.28,0,0,0,0,0,0,0,0,0.85,5.92,0.56,7.05,0,0.28,0.28,0,26.21,15.22,0,0.28,8.74,0,0,1.41,0,0.85,0.28,0,0
21Day,29.97,1.11,0.37,9.99,1.11,6.29,1.48,0,0.37,0,0,0.37,1.11,1.85,1.11,0.74,7.77,0.74,11.47,0,0,1.85,0,12.58,5.92,0.37,0.37,4.44,2.59,0,1.48,0.74,2.59,0.37,0,2.59
3Month,1.98,0,0.21,0.83,0,0,0.1,0.52,0.31,0,0,1.66,0.21,0,0.31,0,0.1,0,0.31,0,0,0.1,0.1,0,0,0,0.1,0,0.1,0.62,0,0,0,0,0.21,0.1
22Month,0.14,0.14,0,0.41,0,0,0,0.14,0.82,0.14,0,2.32,0.14,0,0.68,0,0.14,0.55,0.14,0.14,0.14,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.14
