stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0,0.28,0,0,0,0,0,0,0,0,0.56,0.56,1.41,0,0,0,0,0.28,1.69,1.97,0,0,0.56,0,0,2.82,0,0,0,0,0
21Day,0,0,0,0.37,0.37,0,0,0.37,0,1.11,0,0.37,0,0,0,1.85,2.22,0,0,0,0,0,2.59,1.48,0,0,0,0,0.37,1.11,0.37,0,0,0,0
3Month,0,0.52,0.31,11.75,0.94,0,0.31,0.21,0.62,24.34,5.82,0.83,0.1,5.51,3.54,3.02,3.95,1.14,0.42,0.1,0.73,1.56,1.98,0,0.42,0.31,0.21,0.73,4.68,0.52,0,0.1,0.52,186.92,0.94
22Month,0.14,0.14,0,2.05,0,0,0,0,0,1.91,1.23,0,0,0.27,0,0.14,0.82,0.14,0,0,0.14,0,0.14,0,0,0,0.14,0,1.37,0.14,0,0.14,0,0.68,0
