stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,3.33,0,0.74,7.77,0.74,8.88,0,1.48,0,0,0.74,0,1.48,0.37,5.18,1.85,1.85,5.18,1.48,13.32,0,0,2.22,0,14.06,5.18,0,0,5.18,6.66,0,1.48,0.37,1.48,0,0,97.68
3Month,0.1,1.14,0.21,4.37,0,0,0.1,0.1,0.1,0.62,1.98,0,6.76,4.06,0,3.85,1.25,2.5,2.81,2.91,0.83,0.21,0.62,0.42,0.42,0,0.42,0.52,0.1,0.94,4.68,0,0,0,0.94,1.14,99.02
22Month,0,0.82,0.14,0.55,0,0,0.14,0,0,0.27,2.19,0.27,7.79,0.82,0.27,1.09,0.41,0.68,2.73,1.5,0,0.82,0.27,0,0,0,0,0.14,0.14,0.27,0.55,0.55,0,0,0.14,0,116.7
