stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,123,3,0,122,1,0,0,0,0,0,0,0,0,0,0,3,2,0,90,0,0,0,0,4,167,0,0,7,1,0,0,0,0,0,0,0,0
72hpf,5.07,0.56,0,6.2,0,1.13,0,0,0,0,0,0,0,0.28,0.28,0.28,3.38,0.56,37.77,0,0.56,1.41,0,95.83,6.2,1.13,0,18.88,0,0,1.41,0,0,0.85,0,0,0
21Day,3.33,0,0,14.43,0.37,2.22,0,0,0,0.37,0,4.44,0,0.74,1.11,0.37,11.1,1.48,82.51,0.37,0,41.81,0,68.45,3.7,0.74,0,19.24,3.33,0.37,3.33,0.74,1.48,4.44,0,0,0.74
3Month,0,0.94,0,33.29,0,0,0.21,0.1,0.31,1.66,0,24.96,1.77,0.21,2.5,0.42,38.8,1.56,76.56,0.83,0.1,2.29,0.31,5.82,0.21,2.18,0,0.31,1.66,1.14,0.1,0,0,0.83,6.55,1.04,1.46
22Month,0,0.41,0.27,4.65,0,0,0.68,0,0,1.5,13.39,63.68,0.41,0.14,0.96,0.27,5.6,1.78,66.14,0.68,0.82,1.91,0.14,6.01,0,1.23,0.41,0.27,0.14,0.41,0.41,0.14,0,0.14,0.82,0,0.68
