stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16,3,0,17,1,1,0,3,0,6,0,3,0,0,2,0,1,5,272,48,0,0,0,0,19,2075,0,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,0.56,0.28,0,0.28,0.85,3.66,0,0,0,7.33,0,0,0,0,0.56,0,0.56,0.85,5.07,3.66,0,0,0.28,0,28.47,33.54,0.28,0.28,0,5.92,0,0,0.28,16.07,0,5.07,0,0,0
21Day,1.48,0,0,0.74,0,0.74,0,0,0,7.77,0,0,0.74,3.7,2.22,0,0,0.74,9.62,2.96,0,0,1.85,0,2.22,1.48,0,0.37,0,0.37,1.85,0,0.74,1.11,0,0,0,0,0
3Month,0.1,0.31,0,1.66,0,0,0.1,0,0.31,46.6,0,0,20.39,50.55,0.31,1.46,0.31,1.04,12.27,0.52,0.21,0,0.42,0.21,0.1,0.1,0.21,0.21,0,0,1.04,0.31,3.54,0.31,0,0,0.42,0.73,0.83
22Month,0.27,0.68,0.27,1.09,0,0,0.82,0,0.14,96.75,0.27,0,153.87,28.01,2.05,2.05,0,0.14,20.09,1.09,0,4.1,0.82,0,0,0,0,0.14,0.14,0.14,0.14,0,6.56,0.82,0.27,0,0,0,0.14
