stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,263,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,341.04,0.85,0,6.48,0.85,7.61,0,0.28,0,0,0,0.28,0,0,0.28,1.69,9.3,0.85,15.5,0,0.28,0.28,0,75.25,22.55,0,0.85,0,14.66,0,0,0,5.64,0,0.85,0.28,0,0,0
21Day,341.5,0.74,1.11,33.67,2.22,17.02,0,1.48,0.37,0.37,0,5.18,1.48,5.92,2.96,1.85,14.8,3.7,42.55,0,0,3.33,0,41.07,18.13,0.74,1.11,0,12.21,11.1,0,3.7,4.07,2.96,5.55,1.48,0,0,4.44
3Month,2.29,0.94,0.21,9.88,0,0,0.52,0,1.56,3.54,0,22.57,3.12,0.42,4.68,1.14,2.6,3.85,3.85,0.31,0.1,5.41,0.42,0.42,0.21,0.52,0.52,0,0.1,1.98,0.1,117.64,0.1,0.1,0,0.1,5.72,149.78,2.5
22Month,1.23,1.37,0.14,5.47,0.14,0,0.41,0.27,1.23,4.37,1.5,53.43,5.47,0.68,5.88,0.27,0.96,5.06,4.24,0.14,1.23,3.14,0,0.14,0.14,0.55,0.41,0.14,0.14,0,0,4.51,0.41,0.27,0,0,2.05,0,2.32
