stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,22,3,0,31,0,1,0,1,0,0,0,0,7,0,0,1,0,9,12,57,73,0,0,0,1,64,576,0,0,0,13,0,0,0,0,0,7,0,0,0
72hpf,34.1,4.51,0,16.35,3.66,2.54,0,0.85,0,0,0.85,0,0,0.56,0,5.64,0,29.59,32.41,6.2,39.18,0,18.6,2.54,4.79,121.76,152.48,1.41,0.85,0,26.78,8.46,0.85,15.22,3.66,3.66,6.48,0,0,0.28
21Day,50.69,1.11,3.33,104.34,2.59,23.31,0,43.66,0,1.11,2.22,0.37,0,14.06,1.48,33.3,12.95,9.99,39.96,13.32,87.32,0.37,0,11.84,1.11,45.51,69.93,1.85,1.85,0,36.26,15.91,0.74,11.84,4.44,6.29,1.48,0.74,0,4.44
3Month,1.77,6.14,4.89,77.8,0.31,0,2.29,4.78,0.21,4.89,11.44,0.1,0,399.74,8.95,8.01,55.96,12.59,25.69,26.63,22.68,4.06,0.31,4.68,16.75,4.06,1.35,4.16,3.43,0,1.14,8.43,74.27,1.46,0,0,0.73,10.61,11.23,18.41
22Month,1.23,5.88,4.78,30.06,0.14,0,2.73,2.32,0,3.69,33.62,22.14,0,673.95,5.6,22.27,51.11,2.87,7.11,59.58,23.91,0.41,10.39,1.91,1.37,1.91,0.55,3.14,4.51,1.91,1.5,0.68,15.44,2.19,3.55,0.14,0.14,1.64,0,6.56
