stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0.85,0,0,0,0,0,0,0,0,0.28,0,1.13,0,0.28,0,0,0,0,4.23,1.69,0,0,0,1.13,0.28,0,0,0,0,0,0
21Day,0,0,0,0,0,1.85,0,0.74,0,1.48,0,0,0.37,0,0.37,0,1.48,0.37,1.48,0,0,0,0,2.22,1.48,0,0.37,0,0.74,0,0,0,0,0,0,0
3Month,0.21,0.94,3.02,6.03,0.1,0,0.52,0.21,0.94,7.07,0,93.2,10.92,0.31,35.57,0.94,1.56,2.91,3.43,0.31,0.21,1.35,8.43,0.62,0.1,0.52,0.73,0,0.42,2.18,4.68,0.62,0,0.73,0.62,2.18
22Month,0.14,0.82,1.5,2.46,0.27,0,0,0.41,0.96,9.16,1.23,115.61,2.87,1.91,17.49,0.14,0.68,3.01,3.14,0.27,2.05,0.68,0.68,0.55,0,0.55,0.41,0.14,0.14,0.41,0.55,0.14,0.27,0,0,1.37
