stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0.28,0.56,0,0,0,0,2.82,3.38,0,0,0,0.56,0,0,0.28,0,0.28,0.56,0,0,0
21Day,0,0,0,3.7,0.37,0,0.37,0,0,0,0,0.37,0,0.37,0,0,3.33,0.74,2.22,0,0,0,0,1.11,0.37,0,0,0,1.85,0,0,0,9.25,45.51,0.37,0,0,0
3Month,0.1,0.73,0.52,14.77,0,1.04,0.21,1.66,2.7,0,0,119.62,2.5,0.52,8.53,0.83,3.12,3.22,3.22,0.52,0.31,1.04,0.83,0.83,0.21,0.83,0.21,0,0.21,2.81,11.23,0.21,0.21,0,0,0.42,4.37,3.02
22Month,0,2.73,0.55,7.65,0,0.82,0.27,1.23,5.06,3.42,0,116.29,1.37,1.09,8.75,0.82,0.96,4.37,9.29,0.27,5.33,1.09,0,0.82,0,0.96,1.23,0.41,0.27,0.27,3.14,0.55,0.27,0,0.27,0,0,2.19
