stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,2.82,7.89,0.28,0.85,0,0,0,3.66,2.25,2.54,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.11,0,1.48,7.4,0,0.74,0,0,0,1.48,0,0,0,0,0.74,9.62,0.37,15.91,4.44,0.74,0,0,2.59,1.85,1.48,0.74,0,0,0,0.74,0.74,0.74,0.37,0,1.11,0,0,0
3Month,0.31,1.87,29.64,192.33,0.31,0,1.87,0.21,0.21,272.63,6.55,0,32.14,12.07,0.62,527.47,14.87,20.91,7.8,8.84,4.37,0.1,174.54,142.19,1.14,0.21,4.58,1.04,0,0.21,6.03,10.51,0.73,0.21,0,2.18,5.62,5.41
22Month,0.27,1.37,28.29,132.55,0,0,0.96,0,0,139.79,4.78,1.23,31.7,1.37,0.82,428.12,6.7,10.52,5.19,4.92,0.41,1.78,74.2,6.83,1.37,0,3.83,1.5,0.41,0.27,1.09,2.05,0.55,0.41,0,0.55,0,0.96
