stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,36,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.56,1.13,0,1.41,0.56,0.28,0,0,0,0,0,0,0,0,0,0.28,6.76,0,4.51,0,0,0,34.1,10.71,0.28,0,5.64,0,0,3.66,1.69,0.56,0.56,0,0,0
21Day,1.85,0.37,0,4.07,0.37,0,0,0.74,0,0,0,0.37,0,0.37,0.37,0,1.11,0.37,10.73,0,0.74,0,15.17,3.7,0,0,2.59,0.74,0.74,0.74,1.48,3.33,0.37,0,0,0
3Month,0.21,0.31,0.1,4.47,0,0,0.1,0.1,0.1,0.94,0,3.95,0.21,0.1,1.87,0.73,1.25,1.04,3.33,0.73,0.21,0.52,0.73,0,0.52,0.1,0.42,0.52,4.47,0.52,0.1,0,0.21,0.73,3.33,0.83
22Month,0.27,0.41,0.14,1.37,0,0,0.14,0,0.41,0.96,0.14,10.93,0.41,0.27,2.05,0,0,1.09,2.73,0,0.14,0,0,0.27,0.82,0,0,0.27,0.96,0.55,0,0,0,0.27,0.14,0.27
