stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,43,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,25.65,1.13,0.56,0,0,0,0,0,0,0,0,0,0,5.36,168.26,0,2.82,0,0.28,0,0,12.68,6.2,0,0.28,0,0.28,0,0,1.13,0,0.28,0,0,0
21Day,2.59,0.37,0,207.56,0.74,3.33,0,0.74,0,0.37,0,0,1.48,0,0.74,1.48,7.4,64.75,2.59,4.81,0,0,1.48,0,2.96,0.74,0.37,0.37,0,1.11,3.33,0,0.37,0,1.11,0,0,0.37
3Month,0.21,0.31,0,115.25,0.73,0,0.1,0.21,0.31,0.94,0,0,2.6,0.94,0,1.35,16.43,5.2,1.56,1.35,0.21,0.1,13,0.21,1.56,0.1,0.21,0.1,0,0.42,0.42,5.3,0,0,0,0.52,0.31,0.73
22Month,0,0.14,2.32,44.14,0.55,0,0.27,0,1.37,1.23,0.14,0,6.15,0.41,0.14,2.32,7.52,3.42,2.46,0.68,0,0.41,9.16,0,1.23,0,1.09,0,0.14,0,0,7.38,0,0.82,0,0,0,0
