stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0.28,6.76,0.85,0,0,0,0,0.28,0.28,0,0,0,0.56,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0.37,0,0,0,2.59,0,0.74,2.22,5.55,0,0.37,0.37,23.31,1.48,0,0,0.37,0,1.11,0.37,0,0,0,0.37,0.37,0,0,0,0,0,13.32
3Month,0.42,0.52,0.42,4.68,0.21,0,0.42,0.21,1.14,138.76,0.1,5.41,37.34,1.04,3.33,0.42,2.5,133.45,3.43,0.31,0,0.31,0.94,0.21,0.31,0.31,0.31,0,0,1.25,1.04,0.21,0,1.04,1.46,35.68
22Month,0.14,1.64,0.41,2.73,0,0,4.37,0.14,1.09,371.28,0.41,13.39,69.01,1.5,1.23,0.14,0.82,108.23,2.19,0,0.41,0.27,0,0.27,0,0.27,0,0.41,0.14,0.27,0.14,0.14,0.68,0.41,0,46.32
