stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,14,6,0,0,0,0,2,48,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,0.56,0,1.69,0,0.28,0,0,0,0,0.28,0,0,0,0,0.56,0,0.85,0.28,1.13,5.36,0,0.28,0.28,0,2.82,6.2,0.28,0,9.02,0.56,0,1.13,0,0.28,0,0,0
21Day,1.11,0.74,0,5.18,0.37,0.37,0,0.37,0,0,0.74,0,0,0.74,0,2.96,0,0.37,1.48,1.85,15.17,0,0,2.59,0,1.11,2.96,0.74,0,4.07,1.11,0,0.37,0,0,0,0,1.85
3Month,0.1,3.12,0.21,13.63,0,0,0.42,0.21,0.1,7.59,14.25,0.1,0,3.22,17.89,1.25,1.56,0.62,1.46,10.09,11.44,5.51,0,7.8,0.31,0.21,0,2.18,0.31,0.94,0.52,8.95,0.1,0,0.21,2.5,1.87,13.21
22Month,0.14,5.06,0.41,8.75,0,0,0.41,0.14,0.14,6.15,20.91,3.83,0,27.19,4.78,1.5,1.37,0.14,0.55,11.07,18.99,0.41,0.55,2.73,0,0.41,0.14,1.09,0.41,0.27,0.14,1.64,0.82,0.14,0.14,0.41,0,5.19
