stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,49,0,0,1,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,2.25,0.56,0,0,0,0,0,0,0,0,0,0,0,0.85,1.41,0,3.66,0,0.28,0.28,0,7.05,5.36,0,0,7.89,0,0,0.28,0.56,0,0,0
21Day,2.59,0,0.37,5.18,0,0.74,0,0.37,0,0,0,0,0.74,0,0.37,0,0.37,1.85,0,14.8,0,0,1.48,0,2.22,5.92,0,0.37,12.95,0,0,0.37,0,0,0,0
3Month,0,0.52,0.1,5.2,0,0,0.1,0.1,0.1,1.04,0.1,0.1,1.25,0.73,0,0.1,0.21,1.98,0.31,3.85,0.31,0,0.31,0.1,0.21,0.1,0.1,0,0.21,0.42,0.42,0.1,0.21,0.42,0.1,0.21
22Month,0,0.55,0,1.91,0,0,0.14,0.14,0,0.27,0.41,1.91,6.83,0.41,0.14,0.82,0.14,0.68,0.41,2.87,0,0.41,0.14,0,0,0.14,0.27,0,0.14,0,0.14,0.14,0,0,0,0
