stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,26,3,0,0,0,0,0,0,2,0,0,0,0,2,7,4,13,0,0,0,115,954,7,0,0,1,0,1,0,0,0,0,0,0
72hpf,18.32,3.1,0,23.39,5.36,20.57,0,0,0,0.28,0,0,0.28,0,0.56,0,4.51,31.57,2.54,25.93,3.1,1.13,0.28,2027.05,780.44,8.17,21.7,37.2,0,0.56,49.89,2.82,2.25,3.38,0,0,0
21Day,4.07,1.11,1.85,70.3,1.11,17.02,0,1.48,0,0.74,0,0,3.7,0.74,3.7,4.07,2.96,7.4,3.7,17.02,0,2.22,0,477.28,236.05,8.14,11.47,9.62,15.91,0,10.36,0.37,6.66,0.74,0,0,1.48
3Month,0.1,0.21,0,3.12,0,0,0,0.1,0.21,0.1,0,0,3.64,0.94,0.1,1.04,0.31,0.83,1.14,1.04,0,0.21,0,0.31,0.21,2.5,0.31,0,0.21,2.29,0.1,0,0,0,0.31,1.98,0.21
22Month,0,0.68,0.14,1.23,0,0,0.14,0,0.27,1.91,1.09,0,15.3,0.55,0.55,1.64,0,0.68,1.64,0.68,0.96,0,0,0.82,0.14,2.6,0.27,0.14,0.14,0.41,0.27,0.27,0,0.14,0,0,0
