stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,9,0,0,0,3,0,0,0,0,0,0,0,0
72hpf,0.28,1.41,0,2.54,1.41,0.56,0,0,0,0,0,0,0,0,0,11.84,0,12.68,0,0,0,0,5.92,3.1,0,0,0,7.89,0,0,1.13,0,0,0,0,0
21Day,1.11,0,0,9.25,0,0.74,0,0,0,0,0,0,0,0.37,0.74,6.66,0.74,36.63,0,0,0,0,2.96,1.11,0,0,0,4.07,1.11,0,0,0.37,0.37,0,0,0
3Month,0.42,1.46,0,26.21,0,0,0.1,0.62,1.25,0,3.43,1.04,0,1.56,0.42,6.35,0.83,13.83,4.89,0,1.04,0.42,1.35,0.1,0.21,0,0,0,0.31,4.78,0,0,0,1.14,0.94,1.14
22Month,0,3.69,0.68,17.08,0,0,0.27,0.27,4.92,1.64,16.26,1.23,0.82,3.01,0.27,4.92,1.64,29.52,1.09,0.82,0.96,0.14,0.27,0.14,0.82,0.41,0.14,0.14,0.14,1.78,0.41,0.14,0,0.41,0,1.09
