stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.13,1.41,0,3.66,1.97,0.56,0,0.28,0,0,0.28,0,0,0,0,0,0,0.28,19.17,0,5.07,0,0,0.56,0,62.29,11.84,0.56,0,0,7.61,0,0,2.25,0.28,1.13,0,0,0
21Day,1.11,0.74,0.37,4.44,1.85,1.85,0,0.74,0,0.74,0,0,0,0.74,0,2.22,0,0,4.81,0.74,16.28,0.37,0,4.81,0,13.32,6.29,0.74,0,0,6.29,0.37,0,3.33,0.74,0,0,0,0.37
3Month,0.21,2.5,0.21,9.78,1.04,0,0,0,0.42,5.51,1.04,0.1,0,48.16,3.02,0.21,1.56,0.83,4.16,2.5,14.56,5.41,0,1.46,0.52,5.51,0.31,1.25,0.1,0,0.52,0.42,18.72,0.42,0,0.21,0.73,19.35,0.73
22Month,0,3.96,0.14,5.47,0.68,0,0.27,0,0.14,0.82,1.09,0.82,0,14.35,0.82,0.68,0.41,0.14,1.37,0.96,10.25,0.55,0.41,1.09,0,2.6,0.41,1.91,0,0.14,0,0,3.69,2.6,0,0.14,0,0,0
