stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,195,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,407.55,3.66,0,12.68,2.25,14.09,0.28,0,0.28,0,0,0,0,7.05,17.76,2.25,20.01,0,0.85,0,1.13,124.01,55.81,0.85,1.41,29.03,0.56,0,10.15,0.85,0.85,2.25,0,0,0
21Day,375.17,2.59,1.48,38.85,1.11,26.27,2.59,0,1.11,11.84,0.74,9.62,5.18,2.96,14.8,8.14,46.25,0.37,0.37,5.18,0,45.14,20.35,0.74,1.48,15.17,12.95,0,4.07,3.33,7.4,0.74,0,0,4.07
3Month,3.12,0.1,0,1.66,0,0,0,0.31,0.1,3.02,0.42,0,0.21,0.1,0.42,0.42,0.62,0.1,0,0,0.1,0.1,0,0,0.1,0.1,0.1,1.56,0,0,0,0,0.21,0.21,0.21
22Month,1.23,1.23,0.55,2.6,0,0,0,0.27,0.68,9.98,0.55,0.14,3.14,0.14,0.68,0.41,0.27,0,0.41,0.27,0,0,0.14,0,0,0,0,0.41,0.14,0,0,0,0,0,0.41
