stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10,13,0,0,0,3,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.56,0,8.17,7.33,0.85,0,0,0,0,0,0,0.56,0,0,0,5.36,10.43,0.85,43.69,0,3.38,0,1.41,18.04,17.19,1.13,2.82,0,135.29,1.41,0,3.38,0,0,5.07,0,0,0
21Day,1.48,0.37,0,41.81,2.96,1.11,0,0.37,0,0,0.37,0,2.96,0.37,1.11,0.74,3.7,8.51,1.85,24.05,0,0,1.85,0.37,8.14,9.99,0,0.74,0,25.9,1.48,1.11,3.33,0,0.37,1.11,0,0,0
3Month,0.31,6.45,3.54,104.23,2.39,0,0.52,0.21,0.52,3.95,5.2,0.21,225.3,3.12,0.42,7.39,30.37,10.51,4.16,51.59,42.96,0.21,19.87,20.8,7.59,0.83,8.53,2.29,0,15.29,4.47,9.57,6.45,0,0,1.25,30.58,19.35,2.6
22Month,0.55,4.92,4.24,73.24,0.68,0,1.37,0.14,0,3.96,5.6,1.37,378.52,2.6,0.27,6.56,4.37,4.37,3.69,36.21,3.14,10.8,9.7,1.78,4.37,0.55,9.7,1.78,1.64,6.42,0.55,6.29,22.96,0.82,0,0.27,3.14,0.14,1.78
