stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,30,19,0,12,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,239,0,0,0,0,47,439,0,0,76,0,0,0,0,0,0,4,0,0,0
72hpf,9.3,11.56,0,6.2,5.36,5.07,0,0,0,0,0.28,0,0,0,0.56,0,0.56,5.64,0.85,271.98,0,0.56,5.64,0,31.85,39.46,0.28,0.56,426.72,0,0,0,5.92,0.56,0,19.73,0,0,0
21Day,8.14,7.4,0.74,10.36,1.48,8.14,0,1.48,0,0,0.37,0.37,1.48,0,2.96,1.85,0.37,5.18,2.22,501.33,0.37,0.37,42.92,0,12.21,8.51,1.48,0,211.63,11.1,0,0.37,1.48,1.48,2.59,4.81,0,0,1.48
3Month,0.52,14.35,0.31,9.36,0.1,0,1.35,0.31,5.3,1.25,8.53,0.1,8.11,2.08,2.5,3.64,0.52,3.02,4.68,291.25,58.35,0.1,10.4,0.52,0.31,0.52,6.03,0.21,2.5,1.35,0.1,11.03,3.95,0,0,1.66,2.18,1.46,1.98
22Month,0.41,17.35,0.55,3.83,0.27,0,2.05,0,1.23,0.55,3.28,2.05,14.76,0.82,4.1,2.73,0.14,2.19,3.01,192.95,4.51,0.55,8.47,0.27,0.41,0.27,8.75,0.14,0.68,0.27,0,7.52,16.94,0.41,0,0.41,0.68,0,0.14
