stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.85,0,0,0,0,0,0.28,0,0,0,0,0.85,0.28,6.48,2.54,2.25,0,0,0.56,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28
21Day,0.74,0,5.18,24.05,0,1.11,0,0.74,0.37,7.03,0,0,4.81,7.03,10.73,1.11,11.47,6.29,31.08,3.7,0,0,0.37,0.37,4.81,0.37,0,0.74,0,1.48,1.11,0,0.74,1.11,0,0,8.88
3Month,0.1,0.42,8.95,14.46,0.1,0,0.73,0.1,9.99,37.65,0,0,177.66,26.63,1.56,5.51,11.13,2.7,55.96,1.77,1.35,0.94,1.35,3.95,0.42,0.42,0.62,0.42,0,0,3.54,2.08,0,0,1.04,0.62,6.03
22Month,0.41,0.96,7.52,18.58,0,0,1.78,0,10.39,74.2,1.64,0,325.23,30.2,11.62,3.14,3.01,0.55,65.32,1.91,0.55,10.93,0.14,0.14,0,0.14,0.41,0.27,0.55,0.27,0.96,0.41,0.14,0.55,0.27,0,9.29
