stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,6,15,8,0,0,0,0,21,39,0,0,1,0,0,0,0,2,0,0,0
72hpf,0.56,0,0,2.54,0.28,0,0,0,0,0.28,0,0,0,0,0,0,1.69,10.43,1.41,3.1,0,0.28,0.28,1.13,14.94,4.79,0,0,1.69,0,0,1.69,0.28,4.23,0,0,0
21Day,1.85,1.11,4.44,12.21,0.37,0.37,0,1.11,0,0.74,0,0,0.37,0,1.11,0.37,1.11,8.51,4.44,3.33,0,0,0.37,0,5.55,1.85,0,0,1.11,1.11,0,0.74,0,0,0,0,0
3Month,0,0.21,0.62,4.89,0.1,0,0.1,0.1,0.52,0.83,0,0,8.95,0.62,0.21,2.91,0.31,1.25,2.29,0.62,0.31,0,0.1,1.66,0.1,0.1,0.21,0,0,0.31,0.83,0.1,0,0.1,0.42,0.83,0.83
22Month,0,1.5,1.23,4.65,0,0,0,0,1.09,1.5,2.46,0,42.63,1.09,0.55,9.16,0.14,1.09,5.47,3.01,0,0.82,0.55,0.14,0.14,0.14,0.41,0.14,0,0.14,0.55,0.41,0,0,0.14,0,0.27
