stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,43,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,5.64,0.85,0,0,0,0,0,0,0,0,0,74.69,69.62,0,1.41,0,0.28,0,7.33,7.05,5.07,0,0,1.13,0,0,1.13,0,2.82,0,0,0
21Day,0.74,1.11,1.85,3.33,2.22,0,0,0,0,0,0.37,0.37,1.11,0,0.37,2.22,1.11,1.11,0,0,0,14.8,2.22,0.37,0,0,0,1.48,0.37,0,0.37,26.27,0,0,0.37
3Month,0.31,0.62,6.97,7.59,0,0.1,2.5,2.29,0,0,7.28,3.85,0.1,12.17,0.62,3.64,1.25,2.7,1.46,0.1,0.42,298.32,0.21,0.21,0.42,0.31,0,1.35,9.99,0.1,0,3.33,0.94,1.35,2.7
22Month,0.14,0.27,3.28,0.68,0,0.14,0.14,0.68,0.14,0,7.52,0,0.27,12.71,0.14,0.27,0.68,0.96,0,0.14,0,20.22,0,0,0.14,0.27,0,0,7.52,0,0.14,0.55,0,0,0.14
