stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,11,39,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,3.66,0,1.13,0,0,0,0,0,0,0,0,0,1.41,11.56,0,2.25,0,0,0,0,1.41,1.69,0.28,0,0,1.97,0,0,0.28,0.85,0.28,0,0,0
21Day,0.37,1.48,0,13.69,0,1.11,0,1.11,0.37,0,0,1.11,0.37,1.11,0.74,0,10.36,2.22,14.43,0.37,0,1.85,0,2.59,2.96,0,0,0,3.7,2.59,0,0.74,0,0.37,0,0,0
3Month,0.21,4.06,1.25,75.62,0.31,0,0.42,0.62,11.44,8.01,0,50.76,22.16,2.08,25.28,3.02,32.04,21.32,27.25,10.3,0,8.22,1.56,0.73,0.1,1.87,0.1,0,0.62,1.77,0.1,13.31,0.1,0.31,5.3,1.56,11.13
22Month,0.14,4.51,1.23,13.39,0,0,0.55,0.41,2.87,8.06,3.96,75.29,5.06,3.55,13.94,0.14,4.65,10.93,17.22,0.55,3.42,4.65,0.14,0.96,0,1.37,0.68,0.14,0.55,0.41,0,2.46,1.5,0.14,2.19,0,2.32
