stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.92,0.85,0,3.95,17.47,4.51,0,0,0,0,0,0,0,1.13,11.84,0.85,5.36,0,0.56,0,0.28,797.35,13.81,0.56,1.41,7.89,0,0,5.92,0,0,1.97,0,0
21Day,5.55,0.37,0,9.99,18.87,10.73,1.48,0,0,1.48,0.37,3.33,1.11,1.11,6.66,2.96,11.84,0,0,0.37,0,399.96,6.29,0.37,1.85,4.07,10.36,0,5.92,2.22,4.07,0,0,2.22
3Month,0,0.1,0,0.83,0.94,0,0.1,0.1,0.1,1.87,0.1,0,0.62,0.1,0.1,0.1,0.42,0.21,0,0.1,0,2.29,0,0.21,0.21,0,0.1,0.42,0.1,0,0,0,0.1,0.1
22Month,0,0,0.27,0.82,0.55,0,0,0.27,0.14,7.65,0.14,0,0.82,0.27,0.41,0.55,1.23,0,0,0,0,4.65,0.14,0.55,0.27,0,0,0.68,0.55,0,0,0,0,0.14
