stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Primordial_germ_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72hpf,0,0.56,0,0,0,0,0,0,0,0,0,0.56,0,0,0.28,0,0.85,0,0,0
21Day,0.37,0,0.74,0,0,0,0,0,0,0,0,1.85,0,0,0,0.37,2.96,0,0,0
3Month,0,0.31,0.42,0.1,0.1,0,0.52,0.31,0.21,0.1,0.1,2.29,1.25,0.21,0,0,0,0,0.1,0.1
22Month,0,0.68,0.14,0,0,0.14,1.91,0,0.14,0,0,1.37,0,0.14,0,0,0,0.14,0,0
