stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,18,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.56,0.85,0,2.54,0.28,0.28,0,0,0,0,0,0,0,0,0,0.28,4.79,0,1.41,0.28,0,0,30.16,7.33,0,0,1.13,0.28,0,0.28,0.28,0.28,0,0,0,0
21Day,0,1.11,0,7.4,0.74,1.11,0,0,0.74,0,0,0.74,0,0,0.74,0.37,2.96,0,1.11,0,0,0,14.06,4.07,0,0,1.48,0.37,0,0.37,0.37,0.74,0,0,0,0
3Month,0,2.7,0.1,14.46,0.1,0,0,0.1,2.39,0.42,0,1.66,0.31,0.1,1.04,1.87,1.14,0.42,0.94,0,3.43,0.31,2.5,0,0.62,0.1,0,0.42,2.39,0.21,0,0,0.1,0.1,2.08,0.31
22Month,0,1.64,0.55,3.83,0,0,0.14,0,1.37,0.27,1.91,2.87,0,0,0.96,1.09,0.14,0.55,0.27,0.27,1.09,0,0.82,0.14,0.27,0.14,0.14,0,0.14,0,0.14,0,0,0,0,0
