stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.41,0.28,0.28,0,0,0,0.28,0,0.28,0,0,0,0,0.56,1.69,0,0.85,0,0,0.28,0,1.41,1.13,0.56,0,0.28,0,0.56,0.28,0,0,0,0,0
21Day,0.37,2.22,0.74,12.58,0,2.96,0,1.85,0,0,0,0,1.85,0.37,2.96,0.74,0.37,5.18,0.74,3.7,0,0,0.37,0,3.33,2.22,0,0,0.37,2.22,2.22,0,0.37,0.37,0,0,1.11
3Month,0,2.08,1.14,31.83,0,0,0.73,0.73,10.4,3.43,0.1,0,45.46,3.74,2.29,34.33,1.66,4.89,6.35,4.26,0.31,0.21,7.07,1.04,3.12,0.1,4.16,0.1,0,0.94,44.31,0.31,0,0,0.73,6.97,7.07
22Month,0,3.01,2.73,11.62,0,0,0.55,1.09,4.24,4.92,4.37,0,83.63,2.32,2.87,32.11,0.55,2.05,6.56,6.7,0.14,2.73,2.6,0,1.37,0,1.64,0.14,0.14,0.27,15.58,0,0,0,0.27,0,1.37
