stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,59,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.85,3.95,0,0.28,0.56,0.56,0,0,0,0,0,0,0,0,0.28,0,1.69,0.28,0,5.36,0,0,0,0,17.47,12.12,0,0,4.51,0,0,1.41,0,0,1.13,0,0,0
21Day,1.48,1.48,0,3.7,0,1.11,0,0,0,0,0,0,0,0,0.74,0.74,0.37,0.74,0,11.1,0,0,0,0,10.73,5.55,0.74,0.37,4.81,0,0,2.22,0.37,0.37,0.37,0,0,0
3Month,0,3.95,1.46,11.44,0,0,0.1,0.31,0.1,8.74,0.73,0,3.85,1.35,0,43.27,0.73,2.91,1.66,13.94,1.98,0,2.08,1.35,0.52,0.42,1.46,0.31,0.31,0.83,15.29,0.31,0,0,0.21,10.09,1.04,0.94
22Month,0,4.65,1.37,3.55,0,0,0.14,0,0,5.06,0.41,1.23,5.47,0.27,0,35.67,0,0.96,1.78,8.75,0.27,0.14,1.5,0,0.27,0.14,1.23,0.55,0.41,0.14,6.29,1.37,0,0,0.14,0.96,0,0
