stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,10,0,10,0,0,0,4,0,3,0,3,0,0,0,0,4,3,451,18,0,0,0,0,34,1054,0,0,0,6,0,0,0,0,0,1,0,0,0
72hpf,7.89,1.97,0,1.69,0.56,5.92,0,0,0,8.46,0,0,0,0,1.13,0,1.41,10.71,25.37,6.2,0,0.28,0.56,0.28,784.66,56.37,3.38,2.54,0,12.4,0.28,0,0,17.47,0.85,0.85,0,0,0.28
21Day,0.74,1.11,0,4.07,0.37,2.22,0,0,0,30.34,0,0,0,7.4,7.4,1.11,0.37,2.59,52.91,2.22,0,0,0,0,115.81,8.14,0.74,0.74,0,1.11,3.33,0,0.37,0.74,0.74,0.74,0,0,2.59
3Month,0.31,2.18,0.42,19.35,0.52,0,2.39,0.42,2.39,445.61,0.1,0,22.16,328.38,7.7,8.74,1.98,5.62,259.31,6.76,1.56,0,2.6,2.08,3.64,0.31,5.51,0.52,0,0.31,6.24,1.46,12.79,0.52,0,0,2.39,9.88,8.74
22Month,0.14,2.05,0.27,6.15,0,0,2.87,0.14,0.96,479.91,1.09,0,38.54,110.41,10.25,2.46,0.55,0.82,175.73,3.14,0.27,1.64,0.55,0.14,2.05,0.14,3.83,1.37,0.82,0.27,1.5,0.14,6.42,0.41,1.37,0,0.41,0,6.15
