stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,4,57,0,0,1,0,0,0,0,0,0,0,0
72hpf,2.25,1.13,0,1.69,0.56,1.97,0,0.56,0,0,0,0,0,0,0,2.82,2.82,0,7.33,0,0,0.28,0,21.98,19.17,0.28,0.56,3.66,0,0,2.25,0.28,0.56,0,0,0
21Day,0.74,0.37,0,2.96,0.37,3.33,0,1.48,0,0.37,0,0,0,1.11,0,0.37,0.74,0,4.07,0,0,0.37,0,7.4,5.18,0,0,1.48,0.74,0.37,0,0.37,0,0,0,0.37
3Month,0.1,0.21,0.1,4.06,0,0,0.31,0,0.42,0.21,0,3.95,0.42,0,1.56,0.31,0.83,1.04,1.25,0.1,0,0.21,0.21,0.52,0.1,0.21,0.1,0,0.31,8.22,0,0,0.1,0.42,1.77,1.35
22Month,0,0.14,0.14,0.14,0,0,0,0,0,0.68,0.27,5.06,0.55,0.55,0.14,0,0,0.41,0.68,0,0.14,0,0,0,0,0,0.41,0,0,0.68,0,0,0,0,0,0.27
