stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0,15.17,0,2.59,0,2.96,0,1.85,0,0.37,1.85,21.83,0.37,0,3.7,3.7,1.48,0,0,11.1,0,2.59,0.74,0,0,0.74,1.85,0,0.37,0,0,0.37,0,0,15.91
3Month,0.1,0.52,0.42,13,0,0,1.04,6.03,0.94,34.43,0,6.45,113.48,5.72,2.5,1.14,2.08,9.88,2.5,1.14,0,4.89,0.21,0.1,0.31,0.21,0.21,0.31,1.35,0.1,1.98,0,0,0,3.33,1.14,81.97
22Month,0,0.96,0.14,7.52,0,0,0.27,2.73,0.27,32.52,0.27,11.62,31.84,4.65,0.96,0.55,0.55,10.8,1.5,0,0.27,10.25,0.14,0.27,0,0.14,0.14,0,0.55,0,1.09,0.27,0.14,0,1.37,0,47.83
