stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,0,0,0,0,2,40,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,3.66,0.56,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,2.82,0.56,2.82,0,0.28,0,0,6.48,6.2,0,0,0,3.1,0.28,0.56,1.13,0,0.28,0,0,0
21Day,1.85,0.37,0,9.99,1.11,0.74,0,0,0,0,0.37,0,0,1.11,0.37,0.37,0,0,7.03,0,2.59,0,0,1.48,0,3.7,1.11,0,0.37,0,1.85,1.48,0,0.37,0.37,0,0,0,0
3Month,0.1,1.14,0.21,16.64,0.31,0,0,0.83,0.21,4.06,10.4,0.1,0,84.05,8.22,0.94,1.87,1.77,9.26,4.06,4.89,0.94,0.21,2.7,1.87,0.62,0.21,1.66,0.31,0,0.52,1.87,26.94,0.1,0,0,2.5,1.87,8.01
22Month,0,1.78,0.55,10.25,0,0,0.41,0.41,0.14,2.73,20.63,25.42,0,179.42,2.05,1.37,17.49,0.14,5.06,9.02,7.79,0.27,3.14,1.09,0,0,0,0.96,0.27,0.14,0.14,0.27,4.24,0.27,0,0.14,0.14,0,6.29
