stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.85,0,0,0.28,0,0,0,0,0,0,0,0.56,0,0,0.28,0.28,0.56,0,0,0.28,0,0.28,3.66,0,0.56,0,0,0,0,0,0,0,0,0
21Day,0.74,0.37,0,6.29,1.48,0,1.48,0,0,0,0,0,35.15,0,0,2.59,1.48,2.22,0,0,0,0,2.59,0.74,0,1.11,0.74,0,0.74,0,0.37,0.37,0,0,32.93
3Month,0.1,0.94,0.1,2.39,0,0.1,0,0.42,0.21,0,5.3,0.62,2.29,0.94,0.31,0.94,1.14,1.46,0.1,0,0.31,0.94,0.1,0,0.1,0,0.31,1.56,0,0,0,0,0.21,6.14,41.09
22Month,0,1.23,0,1.09,0,0.14,0,0,0.41,0.14,8.75,0.41,0.68,1.23,0,0.27,0.82,0.68,0,0.14,0,0,0.14,0,0.14,0,0.14,0.68,0,0.14,0,0,0,0,8.2
