stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,4,0,10,0,1,0,1,0,0,0,0,0,0,0,0,1,4,4,25,0,0,0,1,6,153,0,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.41,0,3.1,1.13,2.25,0,0.28,0,0,0,0,0,0,0.28,0,3.38,12.12,1.41,12.97,0,0.85,0.85,0.28,41.71,34.67,0.28,0.28,0,9.58,0.28,0.56,7.33,0.28,0,1.97,0,0,0
21Day,6.66,1.11,0.37,18.87,0.74,4.07,0,7.4,0,0.37,0.37,0,1.85,1.11,5.55,4.44,0.74,7.77,2.59,25.53,0,0,3.33,0.37,21.83,16.65,0.37,0.74,0,11.47,4.07,1.11,2.96,1.48,1.11,1.11,0,0,1.48
3Month,0.42,6.14,1.04,37.86,0.21,0,0.94,1.66,0.21,7.07,5.41,0.21,24.13,6.03,2.91,18.62,4.47,11.13,7.59,19.97,3.33,0.1,5.82,2.08,8.01,0.62,5.93,2.08,0,2.5,2.18,97.67,1.66,0.1,0,0.42,10.82,147.91,16.12
22Month,0,8.34,1.23,11.48,0.55,0,0.68,0.68,0,2.32,10.66,3.01,30.88,1.23,3.96,25.14,0.41,1.5,7.52,14.35,0.96,0.55,1.78,0.14,3.42,0.41,2.73,1.09,1.78,1.64,0,28.01,4.92,0.55,0,0.27,0.55,0.68,3.28
