stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.85,0,0,0.28,0,0,0,0.28,0,0,0
21Day,0,0.74,0,0,0,0,0,0,0,0.37,0,0,1.11,0,0.74,0,0,0,2.96,1.11,0,0,0.37,0,0,0,2.59,0,0,0
3Month,0,4.37,0,2.18,0.1,0.1,0.73,4.58,0.62,0,0.83,0.1,0.73,0,0.42,0.1,0,0.1,49.41,0,0,0,0,0.73,0.83,0,0.1,0.21,0.42,0.21
22Month,0,2.46,0.14,0.14,0,0,0.55,7.79,0.27,0,0.27,0,0,0.14,0.14,0,0.14,0,2.46,0,0,0.14,0,0,0,0.14,0,0,0,0.14
