stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0.85,0,1.97,0,0.28,0,0,182.64,6.48,0,1.41,2.54,0,0,0.85,0,0,0.56,0,0,0
21Day,1.48,0,0.74,2.96,0.37,1.85,0,2.22,0,0,0,0,0.37,0,1.11,0,0.37,1.48,1.48,4.81,0,0,1.85,0,79.55,2.59,1.11,0.74,3.33,2.59,0.74,1.48,0.37,1.11,0,0,0,0
3Month,0.1,0.1,0,4.58,0,0,0.21,0.31,0.1,0.52,0.21,0,3.85,0.42,0.1,1.04,0.83,0.94,1.35,5.2,2.7,0,1.46,0.42,1.46,0.21,0.42,0.1,0.1,0.31,5.2,0.1,0,0,0,0.31,6.87,0.52
22Month,0,0.27,0,1.5,0.14,0,0,0,0,0,0.96,0.14,9.7,0.14,0.27,2.46,0,0,1.09,5.47,0.27,0.14,1.5,0.27,0.82,0.14,1.23,0,0.14,0,1.23,0,0.27,0,0,0.14,0,0.27
