stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,4,0,0,0,2,1,99,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.82,1.41,0,0,0,0,0,0,0,0,0,0,0,1.41,2.82,0,0.85,0,0,0,0.85,6.2,8.46,0.56,0,0,2.82,0,0,9.86,0,0.28,0,0,0
21Day,0,0,0,2.22,2.59,0.74,0,0.37,0,0,0,0,0,0,0,0.37,0.74,0.74,0.37,1.48,0,0,0.37,0,2.59,2.59,0.37,0,0,0.74,1.11,0.37,3.33,0,0.74,0,0,0
3Month,0,0.42,0.52,32.77,1.04,0,0.42,0,0.62,1.77,0,0,9.47,1.46,0.31,1.35,7.18,1.77,1.77,2.08,0.31,0.21,0.31,3.54,4.26,0.42,3.02,0.31,0,0.1,0.52,53.88,0.21,0.1,0.42,0.73,260.98,1.77
22Month,0,0.14,0.14,12.57,0.27,0,0.14,0,0,0.27,0.27,0,10.93,0.14,0,0.68,0.41,0,0.14,1.64,0,0.41,0,0.27,0.27,0.14,1.37,0,0.14,0,0.14,11.34,0.14,0,0,0,0.68,0.14
