stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,6,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,13.53,1.97,0,0,0,0,0,0,0,0,0,0,0,1.41,108.79,0.28,3.66,0,0,0,0,14.09,5.92,0,0,7.33,0,0,0.56,0,0,0,0,0
21Day,0.37,0,52.17,1.11,0.37,0,0.37,0,0,0,0,0.37,0,0.37,0,0.74,36.26,2.59,10.73,0,0,0.37,0,7.77,1.11,0,0,4.81,2.96,0.74,0,1.48,0.37,0,0,0
3Month,0.31,0.83,62.1,0.62,0,0.21,0,0.52,2.29,1.56,0.1,4.37,0.73,0,2.18,1.66,30.37,1.98,9.88,4.26,0.1,17.06,0.21,1.04,0,0.21,0.21,1.14,0.42,11.96,0.1,0,0,0.21,3.12,1.25
22Month,0,1.64,22,0.27,0,0.27,0,0.27,0.14,0.55,0.41,8.06,0.27,0.41,0.96,0.14,12.57,1.23,6.42,0.41,0.41,4.78,0,0.14,0.14,0.55,0,1.5,0,3.96,0.14,0,0,0,0,0.14
