stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6,49,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.85,0,4.51,1.13,2.25,0,0,0,0,0,0,0.28,0,1.69,8.46,0.56,4.23,0,0.28,0.28,0.28,363.3,18.32,3.1,0,5.36,0,0,4.23,0.28,0,0.28,0,0,0
21Day,1.11,0,0,32.19,0.37,7.03,0.37,0,0.37,0,1.48,0.37,0.74,1.11,0.37,2.96,1.48,6.66,0,0,1.48,0,195.35,5.92,9.62,0,2.22,3.7,0.74,1.48,1.11,1.85,0.74,0,0,0.37
3Month,0.1,0,0.21,4.78,0.1,0,0,0.62,0.21,0,3.85,0.52,0.21,3.02,0.31,0.94,0.42,0.62,0.1,0,0.21,0.31,7.07,0,12.17,0.1,0,0.31,7.49,0,0,0,0,0.1,1.25,0.42
22Month,0.14,0.14,0,4.65,0.27,0,0,0.14,1.23,3.83,16.81,0.68,0.41,2.32,0.14,0.55,0.82,0.82,0,0.82,0,0.14,5.19,0.14,11.75,0.14,0,0.41,1.78,0.68,0,0,0,0.27,0,0.14
